,doi,abstract,volume,issue
0,https://doi.org/10.2514/1.J059489,"The target is boundary layers at relatively low Reynolds numbers. The correction is simple and only alters the constant, so that the calibration of the original model in free shear flows and in high-Reynolds-number boundary layers is preserved. Its effect vanishes for momentum-thickness Reynolds number larger than about 5000, in the flat-plate boundary layer. Below 5000, the agreement with experiment for skin friction is strongly improved, and the differences, which reach 15% for the original Spalart–Allmaras model, are now of the order of the experimental uncertainty. The alteration of the logarithmic law is negligible. Ultimately at very high Reynolds number, the new model shifts the curve of versus the streamwise Reynolds number to the left by units of . On the other hand, the effect on channel flow is to introduce an excess of skin friction of a few percent.",58,5
1,https://doi.org/10.2514/1.J058443,"The aim of this paper is to report and analyze experimental results on forces generated by a high-camber thin section with a sharp leading edge, namely, a curved plate with 22.3% relative camber, and measurements of the flowfield, in a nominally 2D flow. A wide range of angles of attack [; 32°] is investigated for 3 values of the Reynolds number across the transitional range. Unusual polar curves are observed with sharp variations of lift with the angle of attack. At low incidence, the lift coefficient increases faster than . Moreover, very different behaviors occur for Reynolds numbers lower or higher than . For small or negative angles of attack, the lift coefficient is negative (downward lift) at small Reynolds numbers, but positive (upward lift) at higher Reynolds numbers. The velocity field is investigated with particle image velocimetry. Variations of lift are related to changes in the topology of the flowfield around the section. These results help to better understand the flow around a high-camber thin section and provide a detailed benchmark database in a simple geometry for model validations. As strong Reynolds number effects are evidenced, this database would be particularly useful to assess the performance of transition models.",58,5
2,https://doi.org/10.2514/1.J058822,"Small unmanned aerial vehicles (UAVs) are becoming more common as electronic systems decrease in size and weight. These aircraft fly below a Reynolds number of 250,000, where, in clean flow, the wing boundary layer undergoes laminar-to-turbulent transition for a significant portion of the wing chord. However, many UAVs fly at low altitude, where significant levels of turbulence are encountered due to terrain roughness. The present study was carried out to understand how this turbulent flow changes the performance of the UAV wing—in particular, how this influence may vary with the camber of the airfoil form. Two airfoils, a NACA0012 and a NACA4412, were tested in relatively clean and highly turbulent flows in a wind tunnel. Testing was conducted at Reynolds numbers of 50,000–200,000, with turbulence intensities from 1.3 to 15%. Under increasing turbulence intensities, in contrast to prior flat plate research, the maximum lift coefficient was seen to decrease by up to 30% for the cambered airfoil, compared with a 5% rise for the symmetrical form. The influence of the Reynolds number on both airfoils decreased as the turbulence intensity increased, whereas camber maintained a point of difference.",58,5
3,https://doi.org/10.2514/1.J059026,"Kinematic aspects of flow separation in external aerodynamics are investigated in the Lagrangian frame. Specifically, the initial motion of upwelling fluid material from the wall is related to the long-term attracting manifolds in the flowfield. Although the short-time kinematics are governed by the formation of a material spike upstream of the zero-skin-friction point and ejection of particles in the direction of the asymptotic separation line, the trajectories of the fluid tracers are guided by attracting ridges in the finite-time Lyapunov exponents once they leave the vicinity of the wall. The wall signature of this initial fluid upwelling event, which is the so-called spiking point (Serra, M., Vetel, J., and Haller, G., “Exact Theory of Material Spike Formation in Flow Separation,” Journal of Fluid Mechanics, Vol. 845, June 2018, pp. 51–92), is computed from the curvature of advected material lines and, for the first time, from high-order numerical derivatives of the wall-normal velocity obtained from direct numerical simulations of a circular cylinder and a cambered NACA 65(1)-412 airfoil. As the spline-based boundary parametrization of the airfoil profile induces oscillations, the principle spiking point can be recovered robustly through appropriate filtering. The short-term kinematics correlate strongly with the scaling lengths in the boundary layer.",58,5
4,https://doi.org/10.2514/1.J058989,"A harmful oscillation occurring in a wind-tunnel test often leads to the degradation of data quality and the limitation of the test envelope. Therefore, it needs to be avoided. With the aim of solving the vibration problem of the long cantilever sting used in wind tunnels, an active sting damper based on piezoelectric stacks is designed and its principle of controlling vibration is analyzed in this paper. To improve the damping effect and ensure the safety of wind-tunnel tests, a controller based on neural networks that is able to suppress multimodal vibration is detailed and established. A hardware platform composed of various instruments is developed, and related testing software is built to evaluate the damper as well as the control algorithm. Finally, broadband excitation and transonic wind-tunnel tests are carried out to verify the capability of the whole damping system. Experimental results indicate that the amplitude of vibration is dramatically reduced and the test angles of attack are enlarged, which show the superiority of the damper and the control algorithm.",58,5
5,https://doi.org/10.2514/1.J058491,"Multipoint aerodynamic design optimization involves no more than tens of flight conditions, which cannot thoroughly represent the actual demand. A comprehensive evaluation of the performance may consider hundreds or even thousands of flight conditions, and this leads to a massively multipoint optimization problem. Existing optimization methods are inefficient in such cases. This paper presents a surrogate-assisted gradient-based optimization architecture that efficiently solves massively multipoint design problems. To avoid the curse of dimensionality, surrogate models are constructed only in the low-dimensional space spanned by flow condition variables. With the aerodynamic functions and gradients computed by surrogate models, efficient gradient-based optimization is performed to find the optimal design. To ensure convergence, an adaptive sampling criterion is proposed to refine the surrogate models. In a transonic aircraft wing design case, the results show that the optimal design found by the proposed method with 342 missions yields a fuel burn reduction by a factor of two as compared to a regular multipoint optimal design. This work highlights the demand and provides an efficient way to conduct massively multipoint optimization in aircraft design.",58,5
6,https://doi.org/10.2514/1.J058840,"In modern aircraft design the accurate prediction of dynamic control surface deflections is crucial for the evaluation and application of new load alleviation techniques. Time-marching approaches, such as the unsteady Reynolds-averaged Navier–Stokes equations, do provide a complete modeling of the aerodynamic flowfield; however, they are extremely time-consuming and still too expensive for design applications. In this paper a model is presented, which enables the fast and accurate prediction of aerodynamic responses for arbitrary control surface deflections. The model hereby reflects the time signal of the control surface deflection as a superposition of frequency components and computes the dynamic response behavior of the control surface using the linear frequency domain. The frequency responses are precomputed in a surrogate model for a wide parameter space of Mach number, Reynolds number, angle of attack and flap chord ratio, so that a frequency response for a new flight condition can be computed by mere interpolation. After building the surrogate model, the method achieves reduction in computational time of up to six orders of magnitude in comparison to time-marching simulations, while still covering the viscous and unsteady aerodynamic effects in the flow.",58,5
7,https://doi.org/10.2514/1.J058526,"In this study, an adaptive step size control algorithm incorporated in the continuation method (CM) is developed and combined with the filtered impulse function method based on aerostructural solvers and applied to two aeroelastic analysis tasks concerned with modes tracking and parameter variation. The nonlinear limit cycle oscillation (LCO) of a NACA0012 airfoil with control surface free-play behavior is considered to illustrate how this adaptive step can achieve a balance between the stability, accuracy, and efficiency in the modes crossing region in modes tracking, the flutter point region in modes tracking, and the detrimental LCO region in parameter variation. It is shown that the computation time for modes tracking using this approach can be reduced by more than 65% while achieving almost the same estimate of the flutter speed as when using a fixed step size. The study also addresses a few unique and important phenomena in parameter variation such as modes jumping in the LCO curve that occur frequently using this adaptive step size algorithm. Furthermore, a combination of the modes tracking results to provide an estimate for the restart point for the CM solver to overcome the occurrence of possible extraneous solutions or divergence is proposed. The results of flutter analysis for linear structural system and nonlinear LCO analysis are validated against the results from experiments and the classical Theodorsen theory. The effect of viscous damping on the occurrence of detrimental LCO phenomena is also discussed and compared with the corresponding nondamping cases.",58,5
8,https://doi.org/10.2514/1.J058327,"In trajectory planning and control design for unmanned air vehicles, highly simplified models are typically used to represent the vehicle dynamics and the operating environment. The goal of this work is to perform real-time, but realistic, flight simulations and trajectory planning for quad-copters in low-altitude (<500 m) atmospheric conditions. The aerodynamic model for rotor performance is adapted from blade element momentum theory and validated against experimental data. Large-eddy simulations of the atmospheric boundary layer are used to accurately represent the operating environment of unmanned air vehicles. A reduced-order version of the atmospheric boundary-layer data as well as the popular Dryden model are used to assess the impact of accuracy of the wind-field model on the predicted vehicle performance and trajectory. The wind model, aerodynamics, and control modules are integrated into a six-degree-of-freedom flight simulation environment with a fully nonlinear flight controller. Simulations are performed for two representative flight paths, namely, straight and circular paths. Results for different wind models are compared and the impact of simplifying assumptions in representing rotor aerodynamics is discussed. The simulation framework and codes are open sourced for use by the community.",58,5
9,https://doi.org/10.2514/1.J058994,"The airwake of a tumblehome ship geometry in uniform wind is investigated experimentally through dye visualization, particle image velocimetry, and laser Doppler anemometry, and numerically using a delayed detached eddy simulation approach. The flow is studied at multiple scales, for Reynolds numbers ranging from to . Robust flow structures are found to persist across the Reynolds number range, and their evolution with scale is described. The results highlight the usefulness of model scale investigations to inform about full-scale conditions, as well as their limitations, particularly the need for a minimum Reynolds number at model scale to achieve similarity to the full-scale results at the turbulent scales of interest for the problem. Validation of the methods is presented for an intermediate Reynolds number of .",58,5
