,doi,abstract,volume,issue
0,https://doi.org/10.1061/(ASCE)AS.1943-5525.0000381,"Due to the importance of the ballistic trajectory computation including the estimation of launch point and impact point problems, a fast and accurate model is needed to increase the weapon precession. A discrete time transfer matrix method is developed and presented in this paper to compute the trajectory for both fin- and spin-stabilized artillery projectiles. This method is based on discretizing the projectile continuous nonlinear system into a set of linear equations using a second-order Taylor series. These equations are collected into one transfer matrix which can be used in trajectory prediction with high computation speed by evaluating a set of algebraic equations instead of integrating differential equations. Results demonstrate that the presented formulation agrees very well with those obtained numerically using the well-known nonlinear 6-degree-of-freedom model.",28,2
1,https://doi.org/10.1061/(ASCE)AS.1943-5525.0000377,"The geotechnical properties of Martian soils are critical parameters in predicting and simulating soil behavior with regard to vehicle performance on Mars. In preparation for manned or robotic missions to Mars, surface vehicles must be tested on terrains that represent the mechanical characteristics of the Martian ground. This paper presents the development of a lightweight simulant and its preparation method to emulate the mechanical properties of Martian soil for high sinkage mobility tests. A geotechnical testing program was developed to measure specific gravity, particle size distribution, bulk density, compression indices and shear strength. The simulant can achieve the typical Martian regolith density range, which is approximately 38% of that on earth. This is of particular importance because strength parameters of granular materials, which characterize the plastic behavior of soil samples in sinkage tests, are controlled by the effective confining pressure, which itself is induced by gravity.",28,2
2,https://doi.org/10.1061/(ASCE)AS.1943-5525.0000384,"This paper presents a numerical model for investigation of aeroelastic behavior of an arbitrary-shaped panel with arbitrary boundary conditions under the effect of supersonic external flow and internal liquid sloshing simultaneously. A finite-element model is used to describe the structural dynamics along with the linear piston theory for describing the supersonic external flow effects. Also a potential flow model discretized by the boundary element method is used for describing the internal flow field. Using modal analysis technique a coupled fluid-solid interaction reduced-order model is developed for the system. The developed model is used for investigation of dynamic stability boundaries of the system for different conditions of internal fluid, and new dynamic behaviors is observed in interaction of structure with internal and external flow simultaneously.",28,2
3,https://doi.org/10.1061/(ASCE)AS.1943-5525.0000385,"The horizontal stabilizer is primarily assembled by edges and ribs. Edges and ribs are the typical thin-walled deformable aluminum components of the horizontal stabilizer with different manufacturing distortions. Part-to-part assembly of edges and ribs regularly cause difficulties associated with dimensional variations. It is time-consuming and impossible to construct one finite element analysis (FEA) model to find the propagation relationship from the edges’ and ribs’ distortion to the trailing edge’s deformation. The paper proposes a method to analyze deformation in horizontal stabilizer assembly using FEA and multilevel analysis (MLA) method. FEA method is employed to analyze the deformation induced by edges’ and ribs’ distortion, respectively, because of their different structural features.MLA connects edge’s and rib’s FEA models with orthogonal design of experiments, and accurate analysis in the interactive influence between edge’s distortion and rib’s distortion is obtained. It provides the bases for achieving high-precision calculation results with sequential small computational models. It will enhance the understanding of the compliant components deformation in assembly, and help systematically improve the precision control efficiency in civil aircraft assembly.",28,2
4,https://doi.org/10.1061/(ASCE)AS.1943-5525.0000299,"This study examines the series solution for magnetohydrodynamics (MHD) three-dimensional flow past a porous shrinking sheet. The thermal radiation effects are also taken into account. The model used for the nanofluid incorporated the effect of Brownian motion and the thermophoreses. The involved equations are solved analytically by homotopy analysis method (HAM). Graphical results for the dimensionless velocity, temperature, and nanoparticle fraction are reported and examined for various physical parameters showing the interesting aspects of the obtained solutions. The numerical table for local Nusselt and Sherwood numbers are also computed.",28,2
5,https://doi.org/10.1061/(ASCE)AS.1943-5525.0000390,"The minimum-time coplanar interception problem with an upper-bounded tangent impulse for a nonmaneuvering target is studied. This problem requires the same flight time for two spacecraft and a transfer orbit tangent to the initial orbit. For a given impulse point, the transfer time for any conic orbit is a function only of the true anomaly of the target orbit; then the minimum-time orbit is determined by comparing all feasible solutions that are obtained by the secant method in the range of solution existence. Moreover, the true-anomaly range of the target orbit is derived for an upper bound on the magnitude of the tangent impulse. Finally, the global minimum-time solution with initial coasting time is obtained by numerical optimization algorithms. An example is given to apply the proposed technique for all the minimum revolution-number solutions at different impulse points and the global minimum-time solution.",28,2
6,https://doi.org/10.1061/(ASCE)AS.1943-5525.0000383,"Based on the nonlinear stable inversion approach, an exact output tracking control law is designed for flexible air-breathing hypersonic vehicles (FAHVs). This problem is challenging because of the inherent couplings between the propulsion system, the airframe dynamics, and the presence of strong flexibility effects. Because of the complex nonlinear dynamics of the vehicles, a control-oriented model, which can retain the dominant features of the higher-fidelity model, is adopted for the control design. With respect to velocity and altitude as the regulated outputs, a partially linearized model of FAHVs is obtained through input/output linearization. Then the internal dynamics of FAHVs model are constructed and the stability of the zero dynamics are discussed. Based on the noncausal stable inversion approach, the ideal internal dynamics of FAHVs are computed. A state tracking model is derived from the output tracking problem, and an optimal controller is designed. The stability of the closed-loop system, including the unstable internal dynamics, is guaranteed by the designed control law. Finally, simulations are given to show the effectiveness of the proposed control method.",28,2
7,https://doi.org/10.1061/(ASCE)AS.1943-5525.0000389,"A dynamic model showing the relationship between backpressure and shock-train leading edge (STLE) is necessary in the development of a STLE automatic control algorithm. In this research, a nonlinear dynamic model based on equilibrium manifold expansion is presented to locate the STLE position in a large range of operation conditions. The initially started flow field of a hypersonic inlet at different throttling ratios was experimentally studied at freestream Mach numbers 4.5–6.0. The nominal STLE position was defined by the pressure ratio method. The variation of STLE position with backpressure and freestream Mach number was then discussed. Testing with the experimental data, past models could only be used locally, whereas for large range of operation conditions they lose effectiveness. Therefore, the nonlinear dynamic modeling method based on equilibrium manifold is introduced to solve this problem, the simulation results, and comparisons at large range of operation conditions show its validity.",28,2
8,https://doi.org/10.1061/(ASCE)AS.1943-5525.0000386,"A new method is presented to improve the safety and reliability of an aeroengine rotor system (AERS) in early fault recognition and health monitoring, addressing the problems that fault samples are not sufficient and that early weak faults are not easy to recognize. First, the stochastic resonance system is used to refine the early weak feature signal so as to amplify the fault information. Second, the early fault features are extracted by multiresolution performance of wavelet packet analysis, and the fault characteristic vector can be constructed. Finally, the extracted eigenvectors import the support vector machine (SVM) classifier to carry on the fault recognition and then make use of intelligent monitor module to monitor early faults in AERS. Experimental results have shown that this method can not only early recognize faults in AERS but also monitor the fault online. It provides a new way to increase the safety of AERS and predict the sudden fault.",28,2
9,https://doi.org/10.1061/(ASCE)AS.1943-5525.0000393,This study considers a satellite orbit design when a given set of target sites needs to be visited within an assigned period. Optimization of the orbit design takes into account target properties such as priority and minimum duration of observation time. Equations describing satellite orbit are used to compute the satellite’s field of view and ground track. Scheduling of visits to the targets is carried out by maximizing the observation time over priority-weighted targets and minimizing the distance between the ground track and the target position while satisfying the constraints with respect to the minimum duration of observation time and revisit requirement. A self-adaptive differential evolution (SA-DE) algorithm with the ability to adjust its search parameters is used to find the best solution. The proposed design methodology computes the optimal values of design variables and also the start and end observation time points of each target. Regional and global case studies demonstrate that the SA-DE/best/1/bin variant is found to be the most suitable optimizer for orbit design.,28,2
